Material,Value
Li2Mn2.9Ni0.9Co0.2O8,2.7
Li2Mn2.9Ni0.9Co0.2O8,3.1
Li2Mn2O4,4.15
Li2Mn2O4,2
Li2Mn2O4,4.2
Li2Mn2O4,3.9
Li2Mn2O4,3.5
Li2Mn2O4,4.7
Li2Mn2O4,4
Li2Mn2O4,3.6
Li2Mn2O4,2.25
Li2Mn2O4,3.95
Li2Mn2O4,4.1
Li2Mn2O4,2.8
Li2Mn2O4,3
Li2Mn2O4–LiMn2O4,4.8
Li2Mn3CoO8,4
Li2Mn3CoO8,5.3
Li2Mn4O9,3
Li2Mn4O9,3.3
Li2Mn4O9,1.1
Li2Mn4O9,1
Li2Mn4O9,2.8
Li2Mn4O9,2.3
Li2Mn4O9,4.1
Li2Mn4O9,4.5
Li2Mn4O9,1.4
Li2Mn4O9,1.3
Li2Mn4O9 ,1.4
Li2Mn4O9 ,1.1
Li2Mn4O9 ,0.5
Li2Mn4O9 / AC,1.4
Li2Mn4O9 / LiNO3 / LiMn2O4,1
Li2Mn4O9 / LiNO3 / LiMn2O4,1.1
Li2MnO2,1.15
Li2MnO3,2.95
Li2MnO3,3.5
Li2MnO3,3.28
Li2MnO3,3
Li2MnO3,4.67
Li2MnO3,4.35
Li2MnO3,3.45
Li2MnO3,4.57
Li2MnO3,4.73
Li2MnO3,3.1
Li2MnO3,1.8
Li2MnO3,4.78
Li2MnO3,3.33
Li2MnO3,3.3
Li2MnO3,4.4
Li2MnO3,4.45
Li2MnO3,3.46
Li2MnO3,4.47
Li2MnO3,4.6
Li2MnO3,4.1
Li2MnO3,4.8
Li2MnO3,4.76
Li2MnO3,4.2
Li2MnO3,5.2
Li2MnO3,3.25
Li2MnO3,4.9
Li2MnO3,4.3
Li2MnO3,3.73
Li2MnO3,4.75
Li2MnO3,4.88
Li2MnO3,3.9
Li2MnO3,4.51
Li2MnO3,4.48
Li2MnO3,0.1
Li2MnO3,2.5
Li2MnO3,4.65
Li2MnO3,4.63
Li2MnO3,3.85
Li2MnO3,0.3
Li2MnO3,0.23
Li2MnO3,0.15
Li2MnO3,4
Li2MnO3,2.6
Li2MnO3,2
Li2MnO3,4.5
Li2MnO3,3.4
Li2MnO3,3.8
Li2MnO3,4.7
Li2MnO3,4.55
Li2MnO3,4.61
Li2MnO3,3.2
Li2MnO3,0.0004
Li2MnO3,4.15
Li2MnO3,5.00E-05
Li2MnO3,1.5
Li2MnO3,2.8
Li2MnO3,4.43
Li2MnO3,2.25
Li2MnO3,2.9
Li2MnO3,4.72
Li2MnO3,4.69
Li2MnO3,4.58
Li2MnO3,2.4
Li2MnO3,4.52
Li2MnO3,3.81
Li2MnO3 ,4.3
Li2MnO3 ,4.5
Li2MnO3 ,4.75
Li2MnO3 ,4.7
Li2MnO3 ,4.8
Li2MnO3 ,4.65
Li2MnO3 ,4.4
Li2MnO3 ,3
Li2MnO3 ,4
Li2MnO3(,4.4
Li2MnO3(500) ,5
Li2MnO3(500) ,2
Li2MnO3−xFx,4.5
Li2MnO3−xFx,4.8
Li2MnO3−xFx,4.6
Li2MnO3−xFx,4.4
Li2MnO3−xFx,3.1
Li2MnO3–LiFeO2,4.3
Li2MnO3–LiMn0.33Co0.33Ni0.33O2,3
Li2MnO3–MO2,4.4
Li2MnO3·0.5,3.25
Li2MnO3·0.5,2.5
Li2MnO3·0.5,3.2
Li2MnO3·0.5,2
Li2MnO3·0.5,4.8
Li2MnO3·0.5,4.6
Li2MnO3·3LiNi0.4Mn0.4Co0.2O2,2
Li2MnO3·3LiNi0.4Mn0.4Co0.2O2,4.6
Li2MnO3·3LiNi0.5−xMn0.5−xCo2xO2,4.6
Li2MnO3·3LiNi0.5−xMn0.5−xCo2xO2 ,4.4
Li2MnO3·3LiNi0.5−xMn0.5−xCo2xO2 ,4.6
Li2MnO3·Li[MnNiCo]O2,4.6
Li2MnO3·Li[MnNiCo]O2,2
Li2MnO3·LiMO2,4.8
Li2MnO3·LiMO2,2
Li2MnO3·LiNi0.5Co0.5O2,3.61
Li2MnO3by,4.44
Li2MnO4,3.8
Li2MnO4 / Na0.7MnO2 ,3
Li2MnP2O7,2
Li2MnP2O7,0.00035
Li2MnP2O7,4.45
Li2MnP2O7,4.4
Li2MnP2O7,4.5
Li2MnP2O7,4.9
Li2MnP2O7 ,4.4
Li2MnP2O7 / C ,4.4
Li2MnP2O7 / C ,4.2
Li2MnP2O7 pyrophosphate,4.45
Li2MnPO4F,4.85
Li2MnS,1.53
Li2MnS,1.35
Li2MnSiO3.97F0.03 / C,4.8
Li2MnSiO3.97F0.03 / C,1.5
Li2MnSiO4,4.55
Li2MnSiO4,0.8
Li2MnSiO4,4.5
Li2MnSiO4,3.92
Li2MnSiO4,3
Li2MnSiO4,4.7
Li2MnSiO4,4
Li2MnSiO4,4.6
Li2MnSiO4,1.5
Li2MnSiO4,2.5
Li2MnSiO4,4.2
Li2MnSiO4,4.8
Li2MnSiO4,3.4
Li2MnSiO4,4.33
Li2MnSiO4,4.11
Li2MnSiO4,2.6
Li2MnSiO4,4.3
Li2MnSiO4,4.4
Li2MnSiO4,0.33
Li2MnSiO4,3.5
Li2MnSiO4,4.13
Li2MnSiO4,3.7
Li2MnSiO4,2.2
Li2MnSiO4,3.9
Li2MnSiO4,3.6
Li2MnSiO4,0.6
Li2MnSiO4 ,4.2
Li2MnSiO4 ,4.4
Li2MnSiO4 ,4.3
Li2MnSiO4 ,1.5
Li2MnSiO4 ,4.8
Li2MnSiO4 ,4.5
Li2MnSiO4 / C,1.73
Li2MnSiO4 / C,3.6
Li2MnSiO4 / C,4.2
Li2MnSiO4 / C,4.7
Li2MnSiO4 / C,2.26
Li2MnSiO4 / C,0.76
Li2MnSiO4 / C,5
Li2MnSiO4 / C,1.5
Li2MnSiO4 / C ,2.76
Li2MnSiO4 / C ,1.5
Li2MnSiO4 / C ,4.2
Li2MnSiO4 / C ,5
Li2MnSiO4 / NC-2,0.61
Li2MnSiO4 / NC-2,4.8
Li2MnSiO4 / NC-2,1.5
Li2MnSiO4 / NC-2 ,2.92
Li2MnSnO4 / C,3.5
Li2MnSnO4 / C ,1.48
Li2MnSnO4 / C ,3
Li2MnSnO4 / C ,0.05
Li2MnTi3O8,1.2
Li2MnTi3O8,0.6
Li2MnTi3O8,1.8
Li2MnTi3O8,3
Li2MnTiO4,4.1
Li2MnTiO4,2.8
Li2Mo4O13,0.1
Li2Mo4O13,2.5
Li2Mo4O13 ,3
Li2Mo4O13 ,0.1
Li2MoO2,1.3
Li2MoO2,1.7
Li2MoO3,0.2
Li2MoO3,4.3
Li2MoO3,3
Li2MoO3,2.5
Li2MoO3,1.23
Li2MoO3,3.55
Li2MoO3 ,3.55
Li2MoO3 ,3
Li2MoO4,2
Li2MoO4,1
Li2MoO4,1.38
Li2MoO4,0.21
Li2MoO4,2.2
Li2MoO4,0.02
Li2MoO4,1.6
Li2MoO4,0.219
Li2MoO4,1.8
Li2MoO4,1.5
Li2MoO4,1.95
Li2MoO4,2.5
Li2MoO4,0.5
Li2MoO4,1.2
Li2MoO4,3
Li2MoO4 ,2.5
Li2MoO4 ,0.1
Li2MoO4 ,1.6
Li2MoO4 ,1.1
Li2MoO4 @ C,1.6
Li2MoO4 @ C ,1.2
Li2MoO4 @ C ,1.6
Li2MoS2,0.26
Li2Na2CoP6O18·12H2O,0.43
Li2Na2Ti5.9Al0.1O14,3
Li2Na2Ti6O14,3
Li2Na2Ti6O14,1.362
Li2Na2Ti6O14,1.26
Li2Na2Ti6O14,1.32
Li2Na2Ti6O14,1
Li2Na2Ti6O14,1.2
Li2Na2Ti6O14,1.18
Li2Na2Ti6O14,1.3
Li2Na2Ti6O14,1.34
Li2Na2Ti6O14,1.25
Li2Na2Ti6O14,1.37
Li2Na2Ti6O14,1.36
Li2Na2Ti6O14 @ Cu / C,1.27
Li2Na2Ti6O14 @ Cu / C,0.15
Li2Na2Ti6O14 @ Cu / C,1.31
Li2Na2Ti6O14 @ Cu / C,0.19
Li2Na2Ti6O14 @ Cu / C,1.2
Li2Na2Ti6O14 @ Cu / C,1.35
Li2NaCu2O4,3.1
Li2NaV2(PO4)3,3.75
Li2NaV2(PO4)3,3.9
Li2NaV2(PO4)3,1.92
Li2NaV2(PO4)3,1.5
Li2NaV2(PO4)3,3.7
Li2NaV2(PO4)3,3
Li2NaV2(PO4)3,4.3
Li2NaV2(PO4)3,1
Li2NaV2(PO4)3,3.8
Li2NaV2(PO4)3 / C,3.6
Li2NaV2(PO4)3 / C,3.34
Li2NaV2(PO4)3 / C,1.76
Li2NaV2(PO4)3 / C,3.7
Li2NaV2(PO4)3 / C,1.57
Li2Nb205,1
Li2Ni(WO4)2,1.93
Li2Ni(WO4)2,2.15
Li2Ni(WO4)2,1.98
Li2Ni0.2Co1.8O4,3.6
Li2Ni0.2Co1.8O4,3.48
Li2Ni0.2Co1.8O4,3.69
Li2Ni0.2Co1.8O4,0.3
Li2Ni2(MoO4)3 ,4.9
Li2Ni2(MoO4)3 ,1.5
Li2Ni2(MoO4)3 / / Li,1.5
Li2Ni2(MoO4)3 / Li,1.5
Li2Ni2(MoO4)3 / Li,4.9
Li2Ni8O10 / Li,4.25
Li2Ni8O10 / Li,3
Li2NiF4,3.6
Li2NiF4-PEDOT ,0.6
Li2NiF4-PEDOT ,3.6
Li2NiFe2O4,3
Li2NiO2,4.3
Li2NiO2,4
Li2NiO2,3.5
Li2NiO2,1.7
Li2NiO2,5.3
Li2NiPO4F,5.1
Li2NiPO4F,5
Li2NiSi0.1Ti0.9O4,2
Li2NiSi0.1Ti0.9TiO4,2
Li2NiSi1−yTiyO4,4.5
Li2NiSiO4,5.2
Li2NiSiO4,4.6
Li2NiSiO4,4.8
Li2NiTiO4,3.9
Li2NiTiO4,0.2
Li2NiTiO4,0.5
Li2NiTiO4,4.8
Li2NiTiO4,2
Li2NiTiO4,4
Li2NiTiO4,0.3
Li2NiTiO4 ,2
Li2NiTiO4 ,4.9
Li2O,1.31
Li2O,1.022
Li2O,1.91
Li2O,1.32
Li2O,0.83
Li2O,0.56
Li2O,0.25
Li2O,0.42
Li2O,0.04
Li2O,1.55
Li2O,0.24
Li2O,2.75
Li2O,0.91
Li2O,3.4
Li2O,1.58
Li2O,2.14
Li2O,1.17
Li2O,2.28
Li2O,0.37
Li2O,4.6
Li2O,1.25
Li2O,0.7
Li2O,0.65
Li2O,1.82
Li2O,1.41
Li2O,2.26
Li2O,0.2
Li2O,1.19
Li2O,1.8
Li2O,1.54
Li2O,4.7
Li2O,1.21
Li2O,1.1
Li2O,1.2
Li2O,0.93
Li2O,0.02
Li2O,2.4
Li2O,4.01
Li2O,4.62
Li2O,0.5
Li2O,1.84
Li2O,0.85
Li2O,1
Li2O,0.3
Li2O,0.23
Li2O,0.6
Li2O,1.36
Li2O,1.53
Li2O,3.2
Li2O,1.68
Li2O,3.3
Li2O,0.39
Li2O,4.4
Li2O,0.34
Li2O,2.27
Li2O,1.15
Li2O,2.48
Li2O,1.33
Li2O,1.134
Li2O,2.25
Li2O,0.52
Li2O,2.38
Li2O,0.51
Li2O,2.05
Li2O,1.02
Li2O,1.22
Li2O,1.59
Li2O,0.53
Li2O,0.55
Li2O,0.73
Li2O,2.83
Li2O,4.5
Li2O,0.67
Li2O,1.05
Li2O,0.82
Li2O,1.87
Li2O,1.12
Li2O,0.75
Li2O,3
Li2O,0.57
Li2O,0.14
Li2O,0.09
Li2O,1.75
Li2O,0.64
Li2O,2.46
Li2O,3.37
Li2O,2.24
Li2O,4
Li2O,0.98
Li2O,1.63
Li2O,0.61
Li2O,2.6
Li2O,1.18
Li2O,0.78
Li2O,1.48
Li2O,2.49
Li2O,1.155
Li2O,0.18
Li2O,2.3
Li2O,0.33
Li2O,2.5
Li2O,0.11
Li2O,2.32
Li2O,2.23
Li2O,0.28
Li2O,1.71
Li2O,0.35
Li2O,2.22
Li2O,5
Li2O,1.4
Li2O,1.3
Li2O,2.1
Li2O,0.1
Li2O,1.23
Li2O,1.07
Li2O,0.89
Li2O,1.24
Li2O,2.86
Li2O,2.15
Li2O,0.69
Li2O,0.32
Li2O,1.34
Li2O,1.08
Li2O,0.92
Li2O,2
Li2O,0.46
Li2O,2.03
Li2O,0.44
Li2O,2.8
Li2O,3.1
Li2O,1.5
Li2O,3.5
Li2O,0.15
Li2O,0.05
Li2O,0.59
Li2O,4.69
Li2O,4.9
Li2O,2.2
Li2O,0.71
Li2O,1.6
Li2O,0.16
Li2O,0.63
Li2O,1.56
Li2O,0.58
Li2O,1.46
Li2O,1.35
Li2O,1.77
Li2O,2.76
Li2O,2.35
Li2O,1.27
Li2O,1.01
Li2O,0.68
Li2O,2.21
Li2O,1.9
Li2O,0.76
Li2O,2.09
Li2O,0.4
Li2O,2.45
Li2O,2.96
Li2O,0.81
Li2O,0.27
Li2O,0.72
Li2O,1.85
Li2O,1.51
Li2O,0.45
Li2O,4.45
Li2O,1.26
Li2O,1.29
Li2O,1.28
Li2O,4.8
Li2O,0.41
Li2O,0.12
Li2O,0.31
Li2O,0.9
Li2O,4.53
Li2O,1.65
Li2O,0.21
Li2O,2.81
Li2O,0.95
Li2O,1.11
Li2O,0.9204
Li2O,2.12
Li2O,1.52
Li2O,1.7
Li2O,4.3
Li2O,0.43
Li2O,4.47
Li2O,2.54
Li2O,0.17
Li2O,0.88
Li2O,0.8
Li2O,0.38
Li2O,1.72
Li2O / Fe ,0.8
Li2O / Ge,0.19
Li2O / Li4SiO4,0.2
Li2O / Mn,3
Li2O / Mn,1.2
Li2O / Pb,0.31
Li2O – 2B2O3,4.5
Li2O – 2B2O3,0.192
Li2O – 2B2O3,2.75
Li2O oxide,3
Li2O2,2.3
Li2O2,4.8
Li2O2,4.55
Li2O2,2.75
Li2O2,3.3
Li2O2,2.85
Li2O2,0.27
Li2O2,2.78
Li2O2,3.73
Li2O2,0.95
Li2O2,0.1
Li2O2,0.08
Li2O2,3.2
Li2O2,2.65
Li2O2,2.05
Li2O2,0.0012
Li2O2,0.00022
Li2O2,3.45
Li2O2,2.2
Li2O2,2.98
Li2O2,5.1
Li2O2,3.4
Li2O2,1.40E-05
Li2O2,3.97
Li2O2,1
Li2O2,2.86
Li2O2,3.7
Li2O2,2.677
Li2O2,2.25
Li2O2,3.32
Li2O2,1.21
Li2O2,1.297
Li2O2,4.14
Li2O2,2.47
Li2O2,3.8
Li2O2,2.6
Li2O2,0.29
Li2O2,4.22
Li2O2,2.35
Li2O2,0.2
Li2O2,4.7
Li2O2,0.00031
Li2O2,2.48
Li2O2,3.75
Li2O2,3.19
Li2O2,0.59
Li2O2,0.87
Li2O2,4.45
Li2O2,3.09
Li2O2,4.25
Li2O2,0.00012
Li2O2,0.3
Li2O2,2.8
Li2O2,2.5
Li2O2,3.17
Li2O2,0.000176
Li2O2,0.00034
Li2O2,4.04
Li2O2,3.27
Li2O2,3.65
Li2O2,1.1
Li2O2,0.14
Li2O2,3
Li2O2,4.05
Li2O2,2.72
Li2O2,2.697
Li2O2,5
Li2O2,4.1
Li2O2,3.72
Li2O2,0.6
Li2O2,3.6
Li2O2,0.15
Li2O2,3.25
Li2O2,1.77
Li2O2,0.91
Li2O2,3.55
Li2O2,2.76
Li2O2,0.11
Li2O2,4.35
Li2O2,4
Li2O2,0.0005
Li2O2,4.4
Li2O2,3.5
Li2O2,0.00037
Li2O2,2.959
Li2O2,4.3
Li2O2,3.49
Li2O2,4.75
Li2O2,3.9
Li2O2,3.36
Li2O2,4.2
Li2O2,2.64
Li2O2,2.94
Li2O2,2.9
Li2O2,2.22
Li2O2,2.00E-05
Li2O2,2.82
Li2O2,0.61
Li2O2,0.0004
Li2O2,3.82
Li2O2,1.22
Li2O2,1.434
Li2O2,2.73
Li2O2,1.5
Li2O2,1.93
Li2O2,2.28
Li2O2,3.43
Li2O2,2.683
Li2O2,0.78
Li2O2,3.95
Li2O2,2.97
Li2O2,2.03
Li2O2,3.54
Li2O2,2
Li2O2 ,2
Li2O2 ,4.6
Li2O2 ,4.5
Li2O2 ,4
Li2O2 ,0.5
Li2O2 ,0.2
Li2O2 / LiO2,3.27
Li2O2 / N-GNS ,4.28
Li2O2 / O2,4.5
Li2O2 / O2,1.96
Li2O2 / O2,2.96
Li2O2 / RuO2-NS-GNS ,0.21
Li2O2 / RuO2-NS-GNS ,0.45
Li2O2 / RuO2-NS-GNS ,0.23
Li2O2 / RuO2-NS-GNS ,3.5
Li2O2 / RuO2-NS-GNS ,3.83
Li2O2(s),2.75
Li2O2(s),2.7
Li2O2(s),2.96
Li2O2–C,2.9
Li2O-2B2O3,4.6
Li2O–2B2O3,4.5
Li2O–2B2O3,0.192
Li2O–2B2O3,2.75
Li2O–CuO–SnO2,3
Li2O–Fe2O3,0.36
Li2O–Fe2O3,0.4
Li2O–Fe2O3–Ag,0.9
Li2O–Fe2O3–Ag,0.67
Li2O–Fe2O3–Ag,1.6
Li2O–Fe2O3–Ag,0.4
Li2O–Fe2O3–Ag,0.36
Li2O–GeO2–MoO3,4
Li2O–yMnO2,2.3
Li2O-MO-TiO2,1.5
Li2O-SiO2-TiO2-P2O5,2.00E-05
Li2O-SiO2-TiO2-P2O5,4.00E-05
Li2O-V2O5-P2O5,4
Li2P,1.25
Li2P,0.25
Li2P,1.4
Li2P,0.21
Li2P,0.5
Li2P,0.71
Li2P,0.99
Li2P,0.63
Li2P,1.75
Li2P,0.8
Li2P,1.16
Li2P,0.61
Li2P,0.6
Li2P,1.3
Li2PtO3,4
Li2Ru0.5Mn0.5O3,4.3
Li2Ru0.5Mn0.5O3,3.5
Li2Ru0.5Ti0.5O3,4.522
Li2Ru0.6Ti0.4O3,4.2
Li2Ru0.8Ti0.2O3,4.2
Li2Ru1−xCrxO3,4.2
Li2Ru1−xCrxO3,4.6
Li2Ru1−xCrxO3,2
Li2Ru1-xTixO3,4.8
Li2RuO3,3
Li2RuO3,2
Li2RuO3,4.8
Li2RuO3,3.26
Li2RuO3,4.46
Li2RuO3,4.74
Li2RuO3,3.5
Li2RuO3,0.000123
Li2RuO3,3.6
Li2RuO3,3.876
Li2RuO3,2.8
Li2RuO3,3.7
Li2RuO3,3.05
Li2RuO3,0.000116
Li2RuO3,3.65
Li2RuO3,4.2
Li2RuO3,8.40E-05
Li2RuO3,4.1
Li2RuO3,3.4
Li2RuO3,3.52
Li2RuO3,3.1
Li2RuO3,3.3
Li2RuO3,3.25
Li2RuO3,7.60E-05
Li2RuO3,0.3
Li2RuO3,3.66
Li2RuO3,0.000165
Li2RuO3,4
Li2RuO3,3.8
Li2RuO3,3.48
Li2RuO3 ,2.4
Li2RuO3 ,3.4
Li2RuO3 ,2.3
Li2RuO3 ,2.2
Li2RuO3 ,1.4
Li2RuO3 ,2.5
Li2RuO3 ,3.2
Li2RuO3 ,3
Li2RuO3 ,4
Li2RuO3 ,2.8
Li2RuO3 ,3.6
Li2RuO3(001),3.7
Li2RuO3(010),4
Li2RuO3(010),3
Li2RuxTi1-xO3,4
Li2S,1.13
Li2S,0.7
Li2S,2.35
Li2S,2.1
Li2S,3
Li2S,0.74
Li2S,1.2
Li2S,0.14
Li2S,2.26
Li2S,2.23
Li2S,1.95
Li2S,1.75
Li2S,4
Li2S,1.50E-05
Li2S,2.20E-05
Li2S,1.91
Li2S,2.00E-05
Li2S,2.078
Li2S,3.71
Li2S,0.67
Li2S,1.87
Li2S,1.7
Li2S,2.428
Li2S,1.3
Li2S,3.55
Li2S,1.1
Li2S,1.22
Li2S,2.57
Li2S,2.41
Li2S,2.39
Li2S,0.1
Li2S,0.48
Li2S,0.8
Li2S,4.7
Li2S,1.85
Li2S,3.4
Li2S,1.82
Li2S,0.25
Li2S,2.75
Li2S,1.46
Li2S,2.34
Li2S,4.2
Li2S,2.2
Li2S,1.38
Li2S,1.92
Li2S,0.63
Li2S,2.25
Li2S,0.98
Li2S,1.96
Li2S,0.47
Li2S,5
Li2S,3.6
Li2S,0.55
Li2S,0.36
Li2S,0.13
Li2S,0.038
Li2S,1.74
Li2S,2.31
Li2S,2.3
Li2S,2.6
Li2S,1.28
Li2S,2.8
Li2S,2.42
Li2S,3.3
Li2S,2.46
Li2S,1.71
Li2S,2.27
Li2S,2.53
Li2S,1.37
Li2S,2.06
Li2S,4.00E-05
Li2S,1.27
Li2S,2.08
Li2S,1.19
Li2S,1.23
Li2S,3.79
Li2S,2.85
Li2S,2.45
Li2S,1.77
Li2S,2.379
Li2S,0.3
Li2S,3.75
Li2S,2.52
Li2S,2.12
Li2S,3.7
Li2S,1.62
Li2S,3.9
Li2S,0.46
Li2S,2.48
Li2S,2.47
Li2S,2.49
Li2S,2.36
Li2S,1.29
Li2S,2.11
Li2S,1.34
Li2S,2.01
Li2S,2.348
Li2S,0.05
Li2S,3.87
Li2S,2.5
Li2S,2.05
Li2S,1
Li2S,2.29
Li2S,2.9
Li2S,0.69
Li2S,0.68
Li2S,0.73
Li2S,2.04
Li2S,1.9
Li2S,2.4
Li2S,2.28
Li2S,1.8
Li2S,1.56
Li2S,1.72
Li2S,2.37
Li2S,2.51
Li2S,1.89
Li2S,1.4
Li2S,2.38
Li2S,2.33
Li2S,1.98
Li2S,2.24
Li2S,0.2
Li2S,0.17
Li2S,1.88
Li2S,3.8
Li2S,1.02
Li2S,2.66
Li2S,1.99
Li2S,1.67
Li2S,4.20E-05
Li2S,2.43
Li2S,1.41
Li2S,1.25
Li2S,0.4
Li2S,2.09
Li2S,0.82
Li2S,2.32
Li2S,1.36
Li2S,1.94
Li2S,3.1
Li2S,0.52
Li2S,0.75
Li2S,0.5
Li2S,2.99
Li2S,0.6
Li2S,2.07
Li2S,2.03
Li2S,1.05
Li2S,2.7
Li2S,2.55
Li2S,1.6
Li2S,8.00E-05
Li2S,3.5
Li2S,1.58
Li2S,0.58
Li2S,2.44
Li2S,3.2
Li2S,0.41
Li2S,0.93
Li2S,1.43
Li2S,3.38
Li2S,2
Li2S,1.69
Li2S,1.35
Li2S,0.39
Li2S,2.02
Li2S,2.14
Li2S,2.22
Li2S,0.9
Li2S,0.15
Li2S,2.56
Li2S,1.79
Li2S,0.35
Li2S,1.5
Li2S,1.86
Li2S,1.45
Li2S,1.44
Li2S,1.03
Li2S,2.65
Li2S,3.98
Li2S ,3.45
Li2S ,2.5
Li2S ,3.61
Li2S ,4.3
Li2S ,3.71
Li2S ,1.7
Li2S ,3.76
Li2S ,2.1
Li2S ,3.8
Li2S ,3.26
Li2S ,2.45
Li2S ,3.87
Li2S ,4
Li2S ,3.05
Li2S ,0.6
Li2S ,3.85
Li2S ,4.8
Li2S ,2.07
Li2S ,2.3
Li2S ,2.85
Li2S ,1.8
Li2S ,3
Li2S ,3.7
Li2S ,3.6
Li2S / C,0.22
Li2S / C,2.98
Li2S / C,2.45
Li2S / C,1.89
Li2S / C,4
Li2S / C,2.76
Li2S / C,2.19
Li2S / C,2.6
Li2S / C,0.1
Li2S / C ,2.65
Li2S / C ,3.61
Li2S / C ,2.8
Li2S / C ,2.45
Li2S / C ,2.57
Li2S / CNT / C-N / O,0.08
Li2S / CNT / C-N / O,2.9
Li2S / KB / CNT,2
Li2S / Li2S,2.45
Li2S / Li2S2,2.35
Li2S / Li2S2,2.41
Li2S / Li2S2,2.13
Li2S / Li2S2,2.7
Li2S / Li2S2,2
Li2S / Li2S2,2.42
Li2S / Li2S2,2.38
Li2S / Li2S2,2.36
Li2S / Li2S2,2.43
Li2S / Li2S2,2.45
Li2S / Li2S2,2.6
Li2S / Li2S2,2.4
Li2S / Li2S2,2.25
Li2S / Li2S2,2.3
Li2S / Li2S2,2.39
Li2S / Li2S2,2.49
Li2S / Li2S2,2.8
Li2S / Li2S2,2.31
Li2S / Li2S2,2.47
Li2S / Li2S2 / Li2S4,2.5
Li2S / Li2Sn,2
Li2S / Li2Te,1.6
Li2S / MnO2,2.6
Li2S / MnO2,2
Li2S / MnO2,3.6
Li2S / PDSe ,2.4
Li2S / PDSe ,2.5
Li2S / PDSe ,2.2
Li2S / rGO ,3.5
Li2S / S,1.9
Li2S / S,2.38
Li2S / S,2.31
Li2S / S,2.4
Li2S / S,1.8
Li2S / S,2
Li2S : Li2S,2.33
Li2S @ C,2.63
Li2S @ C,2.6
Li2S @ C ,2.99
Li2S @ C ,2.6
Li2S @ C ,3.6
Li2S @ C ,3.5
Li2S @ C / graphene ,2.55
Li2S @ C / Li,2.8
Li2S @ C / Li,3.5
Li2S @ C–CNT,2.98
Li2S @ C–CNT,2.63
Li2S @ C–CNT ,3.2
Li2S @ C–CNT ,0.09
Li2S @ C–CNT ,2.65
Li2S @ C–CNT ,2.1
Li2S @ C–CNT ,2.07
Li2S @ C–CNT ,2.12
Li2S @ C–CNT ,2.03
Li2S @ C–CNT ,2.63
Li2S @ C-CNT ,3.2
Li2S @ graphene,6
Li2S @ graphene,3
Li2S(2),2
Li2S(2),2.3
Li2S16,1.69
Li2S16,1.64
Li2S2,1
Li2S2,2.37
Li2S2,1.8
Li2S2,2.5
Li2S2,2.6
Li2S2,1.3
Li2S2,1.6
Li2S2,2.35
Li2S2,2.43
Li2S2,2.15
Li2S2,1.7
Li2S2,1.83
Li2S2,2.06
Li2S2,2.42
Li2S2,1.9
Li2S2,1.5
Li2S2,2.9
Li2S2,2.3
Li2S2,2.31
Li2S2,2.44
Li2S2,1.65
Li2S2,2.2
Li2S2,2.18
Li2S2,2.32
Li2S2,2.04
Li2S2,2.41
Li2S2,2.56
Li2S2,2.01
Li2S2,2.25
Li2S2,2.24
Li2S2,2.8
Li2S2,0.00069
Li2S2,1.85
Li2S2,2.53
Li2S2,2.22
Li2S2,2.02
Li2S2,2.52
Li2S2,0.00031
Li2S2,2.47
Li2S2,2.07
Li2S2,2.57
Li2S2,2.1
Li2S2,2.55
Li2S2,2.05
Li2S2,2.13
Li2S2,2
Li2S2,2.39
Li2S2,2.45
Li2S2,1.92
Li2S2,2.4
Li2S2,2.14
Li2S2 / Li2S,1.77
Li2S2 / Li2S,2
Li2S2 / Li2S,2.37
Li2S2 / Li2S,2.3
Li2S2 / Li2S,2.41
Li2S2 / Li2S,2.45
Li2S2 / Li2S,2.19
Li2S2 / Li2S,2.44
Li2S2 / Li2S,2.24
Li2S2 / Li2S,1.8
Li2S2 / Li2S,1.6
Li2S2 / Li2S,2.35
Li2S2 / Li2S,2.42
Li2S2 / Li2S,2.05
Li2S2 / Li2S,2.55
Li2S2 / Li2S,2.34
Li2S2 / Li2S,2.47
Li2S2 / Li2S,2.03
Li2S2 / Li2S,1.5
Li2S2 / Li2S,2.1
Li2S2 / Li2S,2.08
Li2S2 / Li2S,2.39
Li2S2 / Li2S,2.11
Li2S2 / Li2S,2.43
Li2S2 / Li2S,2.06
Li2S2 / Li2S,0.17
Li2S2 / Li2S,2.451
Li2S2 / Li2S,2.5
Li2S2 / Li2S,2.07
Li2S2 / Li2S,1.98
Li2S2 / Li2S,2.29
Li2S2 / Li2S,2.38
Li2S2 / Li2S,2.28
Li2S2 / Li2S,3
Li2S2 / Li2S,2.6
Li2S2 / Li2S,2.32
Li2S2 / Li2S,2.33
Li2S2 / Li2S,2.2
Li2S2 / Li2S,2.01
Li2S2 / Li2S,2.36
Li2S2 / Li2S,2.48
Li2S2 / Li2S,2.56
Li2S2 / Li2S,2.25
Li2S2 / Li2S,1.7
Li2S2 / Li2S,2.58
Li2S2 / Li2S,2.04
Li2S2 / Li2S,2.4
Li2S2 / Li2S,2.27
Li2S2 / Li2S,1.9
Li2S2 / Li2S,2.8
Li2S2 / Li2S,2.22
Li2S2 / Li2S,2.46
Li2S2 / Li2S,1.91
Li2S2 / Li2S → Li2Sx,2.4
Li2S3,2
Li2S4,2.8
Li2S4,2.1
Li2S4,2.2
Li2S4,2.4
Li2S4,1.8
Li2S4,1.85
Li2S4,5.00E-05
